image_path,title,popularity,release_date,image_height,image_width,person_count_L,person_count_UL
filtered_posters/poster_157.jpg,La Leyenda de los Chaneques,119.907,2023-07-14,750,500,2,11
filtered_posters/poster_158.jpg,Doraemon: Nobita's Sky Utopia,120.405,2023-03-03,750,500,0,7
filtered_posters/poster_159.jpg,Paydirt,119.232,2020-08-07,750,500,3,6
filtered_posters/poster_160.jpg,Mortal Kombat Legends: Scorpion's Revenge,118.223,2020-04-12,750,500,1,3
filtered_posters/poster_161.jpg,The Boogeyman,117.93,2023-05-31,750,500,1,2
filtered_posters/poster_162.jpg,Avengers: Endgame,117.323,2019-04-24,750,500,7,15
filtered_posters/poster_163.jpg,The Great Arms Robbery,116.22,2022-04-09,750,500,1,4
filtered_posters/poster_164.jpg,Prey,115.412,2022-08-02,750,500,0,2
filtered_posters/poster_165.jpg,Til Death Do Us Part,115.701,2023-08-03,750,500,1,2
filtered_posters/poster_166.jpg,PAW Patrol: The Movie,115.423,2021-08-09,750,500,7,11
filtered_posters/poster_167.jpg,Forgotten Love,114.9,2023-09-27,750,500,0,1
filtered_posters/poster_168.jpg,Mon héroïne,114.534,2022-12-14,750,500,0,6
filtered_posters/poster_169.jpg,Jagun Jagun,114.448,2023-08-10,750,500,1,2
filtered_posters/poster_170.jpg,Love Is in the Air,113.787,2023-09-28,750,500,1,2
filtered_posters/poster_171.jpg,Sonic the Hedgehog 2,114.432,2022-04-08,750,500,6,9
filtered_posters/poster_172.jpg,Terminator Genisys,111.594,2015-06-23,750,500,1,4
filtered_posters/poster_173.jpg,The Maze Runner,111.959,2014-09-10,750,500,1,6
filtered_posters/poster_174.jpg,Suzume,111.079,2022-11-11,750,500,0,3
filtered_posters/poster_175.jpg,The Magic Flute,110.521,2022-09-30,750,500,2,16
filtered_posters/poster_176.jpg,Doctor Strange in the Multiverse of Madness,110.323,2022-05-04,750,500,3,7
filtered_posters/poster_177.jpg,The Batman,109.057,2022-03-01,750,500,2,5
filtered_posters/poster_178.jpg,The Haunted Museum: 3 Ring Inferno,108.331,2022-10-31,750,500,1,1
filtered_posters/poster_179.jpg,Winnie the Pooh: Blood and Honey,108.153,2023-01-27,750,500,2,3
filtered_posters/poster_180.jpg,Justice League: Warworld,107.287,2023-07-25,750,500,4,7
filtered_posters/poster_181.jpg,Spiral: From the Book of Saw,107.042,2021-05-12,750,500,1,2
filtered_posters/poster_182.jpg,Ghosted,107.116,2023-04-18,750,500,2,4
filtered_posters/poster_183.jpg,Hacksaw Ridge,106.328,2016-10-07,750,500,1,1
filtered_posters/poster_184.jpg,Radical,105.368,2023-10-19,750,500,4,14
filtered_posters/poster_185.jpg,Thor: Love and Thunder,106.269,2022-07-06,750,500,1,9
filtered_posters/poster_186.jpg,Scream,104.146,2022-01-12,750,500,8,18
filtered_posters/poster_187.jpg,Creation of the Gods I: Kingdom of Storms,103.881,2023-07-20,750,500,11,19
filtered_posters/poster_188.jpg,Ahasss,103.696,2023-10-13,750,500,1,3
filtered_posters/poster_189.jpg,Shin Kamen Rider,103.319,2023-03-17,750,500,0,1
filtered_posters/poster_190.jpg,The Lion King,103.511,2019-07-12,750,500,1,2
filtered_posters/poster_191.jpg,Trolls Band Together,103.344,2023-10-12,750,500,2,3
filtered_posters/poster_192.jpg,Fifty Shades of Grey,103.059,2015-02-11,750,500,1,2
filtered_posters/poster_193.jpg,Turning Red,103.25,2022-03-10,750,500,0,2
filtered_posters/poster_194.jpg,I Love My Dad,102.283,2022-08-05,750,500,3,3
filtered_posters/poster_195.jpg,The Wonderful Story of Henry Sugar,103.032,2023-09-20,750,500,0,1
filtered_posters/poster_196.jpg,The Hobbit: The Battle of the Five Armies,102.213,2014-12-10,750,500,3,5
filtered_posters/poster_197.jpg,The Darkest Minds,102.204,2018-07-25,750,500,1,8
filtered_posters/poster_198.jpg,Terrifier 2,102.094,2022-10-06,750,500,2,3
filtered_posters/poster_199.jpg,Kaguya-sama: Love Is War -The First Kiss That Never Ends-,101.927,2022-12-17,750,500,5,6
filtered_posters/poster_200.jpg,Me Before You,101.91,2016-06-01,750,500,2,4
filtered_posters/poster_201.jpg,Shadow Master,101.023,2022-11-03,750,500,0,2
filtered_posters/poster_202.jpg,A Haunting in Venice,100.73,2023-09-13,750,500,4,13
filtered_posters/poster_203.jpg,Chef Jack: The Adventurous Cook,100.062,2023-01-19,750,500,0,3
filtered_posters/poster_204.jpg,The Squad: Home Run,99.952,2023-08-25,750,500,6,9
filtered_posters/poster_205.jpg,Mortal Kombat Legends: Battle of the Realms,99.917,2021-08-31,750,500,2,5
filtered_posters/poster_206.jpg,The Devil Conspiracy,99.543,2023-01-13,750,500,3,5
filtered_posters/poster_207.jpg,Spider-Man: Homecoming,98.957,2017-07-05,750,500,2,3
filtered_posters/poster_208.jpg,97 Minutes,98.762,2023-06-09,750,500,2,3
filtered_posters/poster_209.jpg,Girlfriend's Taste 2,97.543,2020-11-13,750,500,6,7
filtered_posters/poster_210.jpg,Terminator: Dark Fate,97.382,2019-10-23,750,500,5,7
filtered_posters/poster_211.jpg,The Monkey King,97.327,2023-08-11,750,500,1,3
filtered_posters/poster_212.jpg,Sword Art Online the Movie -Progressive- Scherzo of Deep Night,95.657,2022-10-22,750,500,3,17
filtered_posters/poster_213.jpg,Heaven in Hell,94.354,2023-02-10,750,500,1,2
filtered_posters/poster_214.jpg,365 Days: This Day,94.053,2022-04-27,750,500,1,2
filtered_posters/poster_215.jpg,Road Trip Hostage,93.947,2023-04-29,750,500,1,2
filtered_posters/poster_216.jpg,The Wolf of Wall Street,93.862,2013-12-25,750,500,2,10
filtered_posters/poster_217.jpg,Dampyr,93.344,2022-10-28,750,500,4,5
filtered_posters/poster_218.jpg,Dragon Ball Super: Super Hero,92.579,2022-06-11,750,500,0,5
filtered_posters/poster_219.jpg,Dune,92.302,2021-09-15,750,500,10,12
filtered_posters/poster_220.jpg,Mission: Impossible - Fallout,91.252,2018-07-13,750,500,5,7
filtered_posters/poster_221.jpg,The Black Demon,91.74,2023-04-26,750,500,0,5
filtered_posters/poster_222.jpg,Heroic,90.757,2023-09-21,750,500,1,1
filtered_posters/poster_223.jpg,Minions: The Rise of Gru,91.236,2022-06-29,750,500,1,2
filtered_posters/poster_224.jpg,Sons of Summer,90.623,2023-07-28,750,500,4,5
filtered_posters/poster_225.jpg,Venom: Let There Be Carnage,90.462,2021-09-30,750,500,0,3
filtered_posters/poster_226.jpg,It Chapter Two,90.121,2019-09-04,750,500,0,0
filtered_posters/poster_227.jpg,The Tutor,90.184,2023-03-24,750,500,2,2
filtered_posters/poster_228.jpg,The Next 365 Days,89.511,2022-08-19,750,500,3,3
filtered_posters/poster_229.jpg,X,88.857,2022-03-17,750,500,0,0
filtered_posters/poster_230.jpg,Your Name.,89.012,2016-08-26,750,500,2,4
filtered_posters/poster_231.jpg,Deadpool,87.656,2016-02-09,750,500,1,1
filtered_posters/poster_232.jpg,Sniper: The White Raven,87.018,2022-05-03,750,500,0,2
filtered_posters/poster_233.jpg,Fury,88.55,2014-10-15,750,500,3,6
filtered_posters/poster_234.jpg,My First Barbie: Happy DreamDay,86.699,2023-02-13,750,500,5,8
filtered_posters/poster_235.jpg,A Trip to Infinity,86.617,2022-09-26,750,500,1,1
filtered_posters/poster_236.jpg,Spider-Man: Into the Spider-Verse,86.217,2018-12-06,750,500,1,2
filtered_posters/poster_237.jpg,The Wonderful World of Mickey Mouse: Steamboat Silly,86.616,2023-07-28,750,500,1,4
filtered_posters/poster_238.jpg,Project Legion,86.123,2022-10-07,750,500,1,2
filtered_posters/poster_239.jpg,SHIROBAKO The Movie,85.954,2020-02-29,750,500,11,24
filtered_posters/poster_240.jpg,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,86.119,2020-10-16,750,500,1,10
filtered_posters/poster_241.jpg,Big George Foreman,85.148,2023-04-27,750,500,1,2
filtered_posters/poster_242.jpg,Miss Hokusai,85.089,2015-05-09,750,500,1,1
filtered_posters/poster_243.jpg,Cocaine Bear,84.999,2023-02-22,750,500,0,1
filtered_posters/poster_244.jpg,Doctor Strange,85.054,2016-10-25,750,500,1,1
filtered_posters/poster_245.jpg,The Expendables 3,84.085,2014-08-07,750,500,10,21
filtered_posters/poster_246.jpg,Terrifier,83.025,2018-01-25,750,500,1,1
filtered_posters/poster_247.jpg,Plane,82.794,2023-01-12,750,500,1,3
filtered_posters/poster_248.jpg,John Wick: Chapter 2,82.614,2017-02-08,750,500,0,4
filtered_posters/poster_249.jpg,Uncharted,82.794,2022-02-10,750,500,5,10
filtered_posters/poster_250.jpg,In the Fire,82.373,2023-09-14,750,500,4,4
filtered_posters/poster_251.jpg,The Wandering Earth II,82.456,2023-01-22,750,500,0,0
filtered_posters/poster_252.jpg,Joker,82.226,2019-10-01,750,500,2,2
filtered_posters/poster_253.jpg,Shang-Chi and the Legend of the Ten Rings,82.284,2021-09-01,750,500,4,10
filtered_posters/poster_254.jpg,Bernie the Dolphin 2,81.929,2019-12-17,750,500,0,3
filtered_posters/poster_255.jpg,Fear the Night,81.233,2023-07-21,750,500,2,2
filtered_posters/poster_256.jpg,Spirit of Fear,80.838,2023-07-31,750,500,0,1
filtered_posters/poster_257.jpg,Hocus Pocus 2,81.009,2022-09-30,750,500,3,6
filtered_posters/poster_258.jpg,Spider-Man: Far From Home,80.703,2019-06-28,750,500,0,6
filtered_posters/poster_259.jpg,Into the Abyss,80.566,2023-07-06,750,500,1,1
filtered_posters/poster_260.jpg,Scarygirl,80.447,2023-10-05,750,500,1,2
filtered_posters/poster_261.jpg,The Out-Laws,80.034,2023-07-07,750,500,0,8
filtered_posters/poster_262.jpg,All Quiet on the Western Front,79.801,2022-10-07,750,500,1,1
filtered_posters/poster_263.jpg,Cruella,79.688,2021-05-26,750,500,1,3
filtered_posters/poster_264.jpg,Bunker,79.748,2023-09-14,750,500,1,1
filtered_posters/poster_265.jpg,Insidious: The Last Key,79.361,2018-01-03,750,500,0,2
filtered_posters/poster_266.jpg,"The Gangster, the Cop, the Devil",79.678,2019-05-15,750,500,2,3
filtered_posters/poster_267.jpg,A Good Day to Die Hard,78.813,2013-02-06,750,500,3,4
filtered_posters/poster_268.jpg,Killer Book Club,78.807,2023-08-25,750,500,6,10
filtered_posters/poster_269.jpg,A Million Miles Away,78.637,2023-09-08,750,500,2,2
filtered_posters/poster_270.jpg,Desperation Road,78.488,2023-10-19,750,500,3,3
filtered_posters/poster_271.jpg,Babylon 5: The Road Home,78.512,2023-08-15,750,500,4,5
filtered_posters/poster_272.jpg,Infinite,78.215,2021-09-09,750,500,2,2
filtered_posters/poster_273.jpg,Project Wolf Hunting,78.228,2022-09-21,750,500,5,6
filtered_posters/poster_274.jpg,Love Accidentally,77.893,2022-07-15,750,500,1,2
filtered_posters/poster_275.jpg,The Exorcism of God,77.913,2022-03-11,750,500,1,1
filtered_posters/poster_276.jpg,No Accident,77.851,2023-09-29,750,500,0,2
filtered_posters/poster_277.jpg,John Wick: Chapter 3 - Parabellum,77.683,2019-05-15,750,500,1,1
filtered_posters/poster_278.jpg,The Meg,77.687,2018-08-09,750,500,0,1
filtered_posters/poster_279.jpg,Fist of the Condor,77.175,2023-04-04,750,500,1,2
filtered_posters/poster_280.jpg,Green Book,76.116,2018-11-16,750,500,2,2
filtered_posters/poster_281.jpg,Prey for the Devil,75.857,2022-10-23,750,500,0,1
filtered_posters/poster_282.jpg,Bullet Train,75.797,2022-08-03,750,500,7,9
filtered_posters/poster_283.jpg,Godzilla vs. Kong,75.64,2021-03-24,750,500,1,1
filtered_posters/poster_284.jpg,The Curse of Robert the Doll,75.266,2023-10-03,750,500,1,2
filtered_posters/poster_285.jpg,The Last Kingdom: Seven Kings Must Die,75.243,2023-04-14,750,500,1,2
filtered_posters/poster_286.jpg,Incredibles 2,75.167,2018-06-14,750,500,3,12
filtered_posters/poster_287.jpg,Demon Slayer: Kimetsu no Yaiba Sibling's Bond,74.809,2019-03-29,750,500,3,5
filtered_posters/poster_288.jpg,Gabriel's Inferno: Part IV,74.683,2022-03-30,750,500,1,3
filtered_posters/poster_289.jpg,20th Century Girl,74.711,2022-10-06,750,500,5,6
filtered_posters/poster_290.jpg,Fast & Furious Presents: Hobbs & Shaw,74.654,2019-08-01,750,500,4,9
filtered_posters/poster_291.jpg,Zom 100: Bucket List of the Dead,74.425,2023-08-03,750,500,3,6
filtered_posters/poster_292.jpg,Crater,74.265,2023-05-12,750,500,2,6
filtered_posters/poster_293.jpg,The Addams Family 2,73.83,2021-10-01,750,500,6,10
filtered_posters/poster_294.jpg,Ambush,73.645,2023-02-24,750,500,4,7
filtered_posters/poster_295.jpg,Frozen,73.233,2013-11-20,750,500,0,1
filtered_posters/poster_296.jpg,How to Deal with a Heartbreak,73.181,2023-07-06,750,500,2,8
filtered_posters/poster_297.jpg,Sing 2,72.953,2021-12-01,750,500,2,7
filtered_posters/poster_298.jpg,The Hunger Games: Mockingjay - Part 1,72.695,2014-11-19,750,500,1,1
filtered_posters/poster_299.jpg,Knock at the Cabin,72.21,2023-02-01,750,500,4,4
filtered_posters/poster_300.jpg,Kingdom 2: Far and Away,72.76,2022-07-15,750,500,5,9
filtered_posters/poster_301.jpg,Moonfall,72.14,2022-02-03,750,500,3,3
filtered_posters/poster_302.jpg,Deadpool 2,71.825,2018-05-10,750,500,0,0
filtered_posters/poster_303.jpg,Buddy Games: Spring Awakening,71.583,2023-05-19,750,500,3,6
filtered_posters/poster_304.jpg,Everything Everywhere All at Once,71.517,2022-03-24,750,500,3,6
filtered_posters/poster_305.jpg,The Mother,71.444,2023-05-04,750,500,1,1
filtered_posters/poster_306.jpg,Free Guy,71.493,2021-08-11,750,500,0,3
filtered_posters/poster_307.jpg,The Mistress,71.404,2023-07-28,750,500,0,0
